community,agent_id,agent_role,tenure,live_here,household_id,household_size,household_monthly_income_rmb,unit_id,unit_type,unit_size_sqm,age,annual_income_rmb,role_prompt
YongdaXincheng,A000003423,resident,renter,1,H000000971,3,5299.3,U000001456,M,80.95,28,38274.52,"You are a 28-year-old owner-occupier with an annual personal income of about 38,275 RMB and a current housing area of about 81.0 sqm."
YongdaXincheng,A000003424,absentee_owner_vacant,owner_occupier,0,,0,20110.58,U000001457,L,100.06,59,241326.97,"You are a 59-year-old vacant owner with an annual personal income of about 241,327 RMB and a current housing area of about 100.1 sqm."
YongdaXincheng,A000003425,resident,renter,1,H000000972,3,5374.56,U000001458,M,72.68,14,0.0,You are a 14-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 72.7 sqm.
YongdaXincheng,A000003426,resident,renter,1,H000000972,3,5374.56,U000001458,M,72.68,57,54371.98,"You are a 57-year-old owner-occupier with an annual personal income of about 54,372 RMB and a current housing area of about 72.7 sqm."
YongdaXincheng,A000003427,resident,renter,1,H000000972,3,5374.56,U000001458,M,72.68,84,32410.23,"You are a 84-year-old owner-occupier with an annual personal income of about 32,410 RMB and a current housing area of about 72.7 sqm."
YongdaXincheng,A000003428,resident,owner_occupier,1,H000000973,5,8390.71,U000001459,L,128.03,5,0.0,You are a 5-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 128.0 sqm.
YongdaXincheng,A000003429,resident,owner_occupier,1,H000000973,5,8390.71,U000001459,L,128.03,66,51009.58,"You are a 66-year-old owner-occupier with an annual personal income of about 51,010 RMB and a current housing area of about 128.0 sqm."
YongdaXincheng,A000003430,resident,owner_occupier,1,H000000973,5,8390.71,U000001459,L,128.03,53,77916.61,"You are a 53-year-old owner-occupier with an annual personal income of about 77,917 RMB and a current housing area of about 128.0 sqm."
YongdaXincheng,A000003431,resident,owner_occupier,1,H000000973,5,8390.71,U000001459,L,128.03,42,96612.17,"You are a 42-year-old owner-occupier with an annual personal income of about 96,612 RMB and a current housing area of about 128.0 sqm."
YongdaXincheng,A000003432,resident,owner_occupier,1,H000000973,5,8390.71,U000001459,L,128.03,69,54043.51,"You are a 69-year-old owner-occupier with an annual personal income of about 54,044 RMB and a current housing area of about 128.0 sqm."
YongdaXincheng,A000003433,resident,owner_occupier,1,H000000974,1,5910.31,U000001460,S,61.08,47,135297.56,"You are a 47-year-old owner-occupier with an annual personal income of about 135,298 RMB and a current housing area of about 61.1 sqm."
YongdaXincheng,A000003434,absentee_owner_vacant,owner_occupier,0,,0,28599.15,U000001461,M,73.61,44,343189.84,"You are a 44-year-old vacant owner with an annual personal income of about 343,190 RMB and a current housing area of about 73.6 sqm."
YongdaXincheng,A000003435,resident,renter,1,H000000975,3,7356.14,U000001462,M,78.13,20,63619.98,"You are a 20-year-old owner-occupier with an annual personal income of about 63,620 RMB and a current housing area of about 78.1 sqm."
YongdaXincheng,A000003436,resident,renter,1,H000000975,3,7356.14,U000001462,M,78.13,56,137907.27,"You are a 56-year-old owner-occupier with an annual personal income of about 137,907 RMB and a current housing area of about 78.1 sqm."
YongdaXincheng,A000003437,resident,renter,1,H000000975,3,7356.14,U000001462,M,78.13,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 78.1 sqm.
YongdaXincheng,A000003438,resident,owner_occupier,1,H000000976,2,4093.76,U000001463,M,77.11,51,47674.05,"You are a 51-year-old owner-occupier with an annual personal income of about 47,674 RMB and a current housing area of about 77.1 sqm."
YongdaXincheng,A000003439,resident,owner_occupier,1,H000000976,2,4093.76,U000001463,M,77.11,48,65296.96,"You are a 48-year-old owner-occupier with an annual personal income of about 65,297 RMB and a current housing area of about 77.1 sqm."
YongdaXincheng,A000003440,absentee_owner_vacant,owner_occupier,0,,0,22090.85,U000001464,M,85.82,49,265090.24,"You are a 49-year-old vacant owner with an annual personal income of about 265,090 RMB and a current housing area of about 85.8 sqm."
YongdaXincheng,A000003441,resident,renter,1,H000000977,1,4735.29,U000001465,S,55.2,28,30580.54,"You are a 28-year-old owner-occupier with an annual personal income of about 30,581 RMB and a current housing area of about 55.2 sqm."
YongdaXincheng,A000003442,absentee_owner_vacant,owner_occupier,0,,0,17474.09,U000001466,M,72.56,60,209689.08,"You are a 60-year-old vacant owner with an annual personal income of about 209,689 RMB and a current housing area of about 72.6 sqm."
YongdaXincheng,A000003443,resident,renter,1,H000000978,2,4264.61,U000001467,M,84.78,69,22835.97,"You are a 69-year-old owner-occupier with an annual personal income of about 22,836 RMB and a current housing area of about 84.8 sqm."
YongdaXincheng,A000003444,resident,renter,1,H000000978,2,4264.61,U000001467,M,84.78,35,35302.6,"You are a 35-year-old owner-occupier with an annual personal income of about 35,303 RMB and a current housing area of about 84.8 sqm."
YongdaXincheng,A000003445,absentee_owner_vacant,owner_occupier,0,,0,31662.9,U000001468,S,52.94,44,379954.85,"You are a 44-year-old vacant owner with an annual personal income of about 379,955 RMB and a current housing area of about 52.9 sqm."
YongdaXincheng,A000003446,absentee_owner_vacant,owner_occupier,0,,0,18459.97,U000001469,L,104.2,58,221519.69,"You are a 58-year-old vacant owner with an annual personal income of about 221,520 RMB and a current housing area of about 104.2 sqm."
YongdaXincheng,A000003447,resident,renter,1,H000000979,5,13778.93,U000001470,L,108.14,85,87508.51,"You are a 85-year-old owner-occupier with an annual personal income of about 87,509 RMB and a current housing area of about 108.1 sqm."
YongdaXincheng,A000003448,resident,renter,1,H000000979,5,13778.93,U000001470,L,108.14,18,108365.31,"You are a 18-year-old owner-occupier with an annual personal income of about 108,365 RMB and a current housing area of about 108.1 sqm."
YongdaXincheng,A000003449,resident,renter,1,H000000979,5,13778.93,U000001470,L,108.14,24,129493.72,"You are a 24-year-old owner-occupier with an annual personal income of about 129,494 RMB and a current housing area of about 108.1 sqm."
YongdaXincheng,A000003450,resident,renter,1,H000000979,5,13778.93,U000001470,L,108.14,74,125365.14,"You are a 74-year-old owner-occupier with an annual personal income of about 125,365 RMB and a current housing area of about 108.1 sqm."
YongdaXincheng,A000003451,resident,renter,1,H000000979,5,13778.93,U000001470,L,108.14,73,87153.19,"You are a 73-year-old owner-occupier with an annual personal income of about 87,153 RMB and a current housing area of about 108.1 sqm."
YongdaXincheng,A000003452,resident,renter,1,H000000980,1,3522.56,U000001471,S,54.96,75,15816.72,"You are a 75-year-old owner-occupier with an annual personal income of about 15,817 RMB and a current housing area of about 55.0 sqm."
YongdaXincheng,A000003453,resident,renter,1,H000000981,1,2949.97,U000001472,S,51.86,2,0.0,You are a 2-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 51.9 sqm.
YongdaXincheng,A000003454,resident,renter,1,H000000982,3,5824.04,U000001473,M,74.84,43,66044.68,"You are a 43-year-old owner-occupier with an annual personal income of about 66,045 RMB and a current housing area of about 74.8 sqm."
YongdaXincheng,A000003455,resident,renter,1,H000000982,3,5824.04,U000001473,M,74.84,51,64278.16,"You are a 51-year-old owner-occupier with an annual personal income of about 64,278 RMB and a current housing area of about 74.8 sqm."
YongdaXincheng,A000003456,resident,renter,1,H000000982,3,5824.04,U000001473,M,74.84,71,39264.7,"You are a 71-year-old owner-occupier with an annual personal income of about 39,265 RMB and a current housing area of about 74.8 sqm."
YongdaXincheng,A000003457,resident,owner_occupier,1,H000000983,3,7204.44,U000001474,M,77.97,22,60560.27,"You are a 22-year-old owner-occupier with an annual personal income of about 60,560 RMB and a current housing area of about 78.0 sqm."
YongdaXincheng,A000003458,resident,owner_occupier,1,H000000983,3,7204.44,U000001474,M,77.97,54,133252.43,"You are a 54-year-old owner-occupier with an annual personal income of about 133,252 RMB and a current housing area of about 78.0 sqm."
YongdaXincheng,A000003459,resident,owner_occupier,1,H000000983,3,7204.44,U000001474,M,77.97,50,139688.98,"You are a 50-year-old owner-occupier with an annual personal income of about 139,689 RMB and a current housing area of about 78.0 sqm."
YongdaXincheng,A000003460,absentee_owner_vacant,owner_occupier,0,,0,10486.82,U000001475,L,95.67,55,125841.87,"You are a 55-year-old vacant owner with an annual personal income of about 125,842 RMB and a current housing area of about 95.7 sqm."
YongdaXincheng,A000003461,resident,renter,1,H000000984,3,5458.91,U000001476,M,85.45,19,46173.76,"You are a 19-year-old owner-occupier with an annual personal income of about 46,174 RMB and a current housing area of about 85.5 sqm."
YongdaXincheng,A000003462,resident,renter,1,H000000984,3,5458.91,U000001476,M,85.45,80,38925.09,"You are a 80-year-old owner-occupier with an annual personal income of about 38,925 RMB and a current housing area of about 85.5 sqm."
YongdaXincheng,A000003463,resident,renter,1,H000000984,3,5458.91,U000001476,M,85.45,65,34162.87,"You are a 65-year-old owner-occupier with an annual personal income of about 34,163 RMB and a current housing area of about 85.5 sqm."
YongdaXincheng,A000003464,resident,renter,1,H000000985,1,4549.53,U000001477,S,48.42,79,35528.53,"You are a 79-year-old owner-occupier with an annual personal income of about 35,529 RMB and a current housing area of about 48.4 sqm."
YongdaXincheng,A000003465,absentee_owner_vacant,owner_occupier,0,,0,18859.53,U000001478,S,45.88,45,226314.34,"You are a 45-year-old vacant owner with an annual personal income of about 226,314 RMB and a current housing area of about 45.9 sqm."
YongdaXincheng,A000003466,resident,owner_occupier,1,H000000986,3,5658.21,U000001479,M,83.07,58,47374.65,"You are a 58-year-old owner-occupier with an annual personal income of about 47,375 RMB and a current housing area of about 83.1 sqm."
YongdaXincheng,A000003467,resident,owner_occupier,1,H000000986,3,5658.21,U000001479,M,83.07,39,60330.86,"You are a 39-year-old owner-occupier with an annual personal income of about 60,331 RMB and a current housing area of about 83.1 sqm."
YongdaXincheng,A000003468,resident,owner_occupier,1,H000000986,3,5658.21,U000001479,M,83.07,5,0.0,You are a 5-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 83.1 sqm.
YongdaXincheng,A000003469,resident,renter,1,H000000987,1,4324.02,U000001480,S,60.48,7,0.0,You are a 7-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 60.5 sqm.
YongdaXincheng,A000003470,absentee_owner_vacant,owner_occupier,0,,0,19051.74,U000001481,M,86.28,50,228620.94,"You are a 50-year-old vacant owner with an annual personal income of about 228,621 RMB and a current housing area of about 86.3 sqm."
YongdaXincheng,A000003471,absentee_owner_vacant,owner_occupier,0,,0,15501.71,U000001482,L,112.27,66,186020.5,"You are a 66-year-old vacant owner with an annual personal income of about 186,020 RMB and a current housing area of about 112.3 sqm."
YongdaXincheng,A000003472,absentee_owner_vacant,owner_occupier,0,,0,20880.97,U000001483,S,49.11,46,250571.64,"You are a 46-year-old vacant owner with an annual personal income of about 250,572 RMB and a current housing area of about 49.1 sqm."
YongdaXincheng,A000003473,resident,owner_occupier,1,H000000988,1,3842.37,U000001484,S,59.74,79,22365.36,"You are a 79-year-old owner-occupier with an annual personal income of about 22,365 RMB and a current housing area of about 59.7 sqm."
YongdaXincheng,A000003474,resident,renter,1,H000000989,1,4869.57,U000001485,S,58.99,16,40576.64,"You are a 16-year-old owner-occupier with an annual personal income of about 40,577 RMB and a current housing area of about 59.0 sqm."
YongdaXincheng,A000003475,resident,owner_occupier,1,H000000990,3,4135.35,U000001486,M,74.93,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 74.9 sqm.
YongdaXincheng,A000003476,resident,owner_occupier,1,H000000990,3,4135.35,U000001486,M,74.93,46,37171.09,"You are a 46-year-old owner-occupier with an annual personal income of about 37,171 RMB and a current housing area of about 74.9 sqm."
YongdaXincheng,A000003477,resident,owner_occupier,1,H000000990,3,4135.35,U000001486,M,74.93,48,94240.07,"You are a 48-year-old owner-occupier with an annual personal income of about 94,240 RMB and a current housing area of about 74.9 sqm."
YongdaXincheng,A000003478,resident,renter,1,H000000991,1,3210.62,U000001487,S,63.07,31,35149.54,"You are a 31-year-old owner-occupier with an annual personal income of about 35,150 RMB and a current housing area of about 63.1 sqm."
YongdaXincheng,A000003479,absentee_owner_vacant,owner_occupier,0,,0,18587.12,U000001488,M,72.09,49,223045.39,"You are a 49-year-old vacant owner with an annual personal income of about 223,045 RMB and a current housing area of about 72.1 sqm."
YongdaXincheng,A000003480,absentee_owner_vacant,owner_occupier,0,,0,14927.06,U000001489,L,129.39,56,179124.67,"You are a 56-year-old vacant owner with an annual personal income of about 179,125 RMB and a current housing area of about 129.4 sqm."
YongdaXincheng,A000003481,resident,renter,1,H000000992,5,9732.1,U000001490,L,125.11,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 125.1 sqm.
YongdaXincheng,A000003482,resident,renter,1,H000000992,5,9732.1,U000001490,L,125.11,37,185912.29,"You are a 37-year-old owner-occupier with an annual personal income of about 185,912 RMB and a current housing area of about 125.1 sqm."
YongdaXincheng,A000003483,resident,renter,1,H000000992,5,9732.1,U000001490,L,125.11,55,89898.53,"You are a 55-year-old owner-occupier with an annual personal income of about 89,899 RMB and a current housing area of about 125.1 sqm."
YongdaXincheng,A000003484,resident,renter,1,H000000992,5,9732.1,U000001490,L,125.11,10,0.0,You are a 10-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 125.1 sqm.
YongdaXincheng,A000003485,resident,renter,1,H000000992,5,9732.1,U000001490,L,125.11,44,133547.61,"You are a 44-year-old owner-occupier with an annual personal income of about 133,548 RMB and a current housing area of about 125.1 sqm."
YongdaXincheng,A000003486,resident,renter,1,H000000993,5,11576.7,U000001491,L,119.08,11,0.0,You are a 11-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 119.1 sqm.
YongdaXincheng,A000003487,resident,renter,1,H000000993,5,11576.7,U000001491,L,119.08,64,98595.11,"You are a 64-year-old owner-occupier with an annual personal income of about 98,595 RMB and a current housing area of about 119.1 sqm."
YongdaXincheng,A000003488,resident,renter,1,H000000993,5,11576.7,U000001491,L,119.08,58,125527.54,"You are a 58-year-old owner-occupier with an annual personal income of about 125,528 RMB and a current housing area of about 119.1 sqm."
YongdaXincheng,A000003489,resident,renter,1,H000000993,5,11576.7,U000001491,L,119.08,62,119070.31,"You are a 62-year-old owner-occupier with an annual personal income of about 119,070 RMB and a current housing area of about 119.1 sqm."
YongdaXincheng,A000003490,resident,renter,1,H000000993,5,11576.7,U000001491,L,119.08,76,48984.96,"You are a 76-year-old owner-occupier with an annual personal income of about 48,985 RMB and a current housing area of about 119.1 sqm."
YongdaXincheng,A000003491,absentee_owner_vacant,owner_occupier,0,,0,15247.98,U000001492,S,63.77,50,182975.7,"You are a 50-year-old vacant owner with an annual personal income of about 182,976 RMB and a current housing area of about 63.8 sqm."
YongdaXincheng,A000003492,absentee_owner_vacant,owner_occupier,0,,0,11600.45,U000001493,L,120.28,62,139205.43,"You are a 62-year-old vacant owner with an annual personal income of about 139,205 RMB and a current housing area of about 120.3 sqm."
YongdaXincheng,A000003493,resident,renter,1,H000000994,5,8463.18,U000001494,L,101.67,56,98166.34,"You are a 56-year-old owner-occupier with an annual personal income of about 98,166 RMB and a current housing area of about 101.7 sqm."
YongdaXincheng,A000003494,resident,renter,1,H000000994,5,8463.18,U000001494,L,101.67,27,103816.79,"You are a 27-year-old owner-occupier with an annual personal income of about 103,817 RMB and a current housing area of about 101.7 sqm."
YongdaXincheng,A000003495,resident,renter,1,H000000994,5,8463.18,U000001494,L,101.67,0,0.0,You are a 0-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 101.7 sqm.
YongdaXincheng,A000003496,resident,renter,1,H000000994,5,8463.18,U000001494,L,101.67,19,75967.87,"You are a 19-year-old owner-occupier with an annual personal income of about 75,968 RMB and a current housing area of about 101.7 sqm."
YongdaXincheng,A000003497,resident,renter,1,H000000994,5,8463.18,U000001494,L,101.67,71,70586.09,"You are a 71-year-old owner-occupier with an annual personal income of about 70,586 RMB and a current housing area of about 101.7 sqm."
YongdaXincheng,A000003498,absentee_owner_vacant,owner_occupier,0,,0,22185.21,U000001495,L,110.48,53,266222.48,"You are a 53-year-old vacant owner with an annual personal income of about 266,222 RMB and a current housing area of about 110.5 sqm."
YongdaXincheng,A000003499,absentee_owner_vacant,owner_occupier,0,,0,10841.51,U000001496,M,71.43,37,130098.11,"You are a 37-year-old vacant owner with an annual personal income of about 130,098 RMB and a current housing area of about 71.4 sqm."
YongdaXincheng,A000003500,absentee_owner_vacant,owner_occupier,0,,0,17492.81,U000001497,M,77.79,46,209913.67,"You are a 46-year-old vacant owner with an annual personal income of about 209,914 RMB and a current housing area of about 77.8 sqm."
YongdaXincheng,A000003501,resident,owner_occupier,1,H000000995,5,12221.2,U000001498,L,120.96,52,194387.41,"You are a 52-year-old owner-occupier with an annual personal income of about 194,387 RMB and a current housing area of about 121.0 sqm."
YongdaXincheng,A000003502,resident,owner_occupier,1,H000000995,5,12221.2,U000001498,L,120.96,49,154043.69,"You are a 49-year-old owner-occupier with an annual personal income of about 154,044 RMB and a current housing area of about 121.0 sqm."
YongdaXincheng,A000003503,resident,owner_occupier,1,H000000995,5,12221.2,U000001498,L,120.96,83,60389.4,"You are a 83-year-old owner-occupier with an annual personal income of about 60,389 RMB and a current housing area of about 121.0 sqm."
YongdaXincheng,A000003504,resident,owner_occupier,1,H000000995,5,12221.2,U000001498,L,120.96,46,183290.6,"You are a 46-year-old owner-occupier with an annual personal income of about 183,291 RMB and a current housing area of about 121.0 sqm."
YongdaXincheng,A000003505,resident,owner_occupier,1,H000000995,5,12221.2,U000001498,L,120.96,41,125073.51,"You are a 41-year-old owner-occupier with an annual personal income of about 125,074 RMB and a current housing area of about 121.0 sqm."
YongdaXincheng,A000003506,absentee_owner_vacant,owner_occupier,0,,0,12376.53,U000001499,M,77.73,42,148518.37,"You are a 42-year-old vacant owner with an annual personal income of about 148,518 RMB and a current housing area of about 77.7 sqm."
YongdaXincheng,A000003507,absentee_owner_vacant,owner_occupier,0,,0,15859.79,U000001500,M,76.61,63,190317.51,"You are a 63-year-old vacant owner with an annual personal income of about 190,318 RMB and a current housing area of about 76.6 sqm."
YongdaXincheng,A000003508,absentee_owner_vacant,owner_occupier,0,,0,16729.46,U000001501,M,81.91,47,200753.51,"You are a 47-year-old vacant owner with an annual personal income of about 200,754 RMB and a current housing area of about 81.9 sqm."
YongdaXincheng,A000003509,resident,renter,1,H000000996,3,4513.23,U000001502,M,87.44,60,46631.12,"You are a 60-year-old owner-occupier with an annual personal income of about 46,631 RMB and a current housing area of about 87.4 sqm."
YongdaXincheng,A000003510,resident,renter,1,H000000996,3,4513.23,U000001502,M,87.44,85,24507.54,"You are a 85-year-old owner-occupier with an annual personal income of about 24,508 RMB and a current housing area of about 87.4 sqm."
YongdaXincheng,A000003511,resident,renter,1,H000000996,3,4513.23,U000001502,M,87.44,35,61350.82,"You are a 35-year-old owner-occupier with an annual personal income of about 61,351 RMB and a current housing area of about 87.4 sqm."
YongdaXincheng,A000003512,resident,renter,1,H000000997,3,5697.92,U000001503,M,70.95,37,92745.83,"You are a 37-year-old owner-occupier with an annual personal income of about 92,746 RMB and a current housing area of about 71.0 sqm."
YongdaXincheng,A000003513,resident,renter,1,H000000997,3,5697.92,U000001503,M,70.95,89,36156.69,"You are a 89-year-old owner-occupier with an annual personal income of about 36,157 RMB and a current housing area of about 71.0 sqm."
YongdaXincheng,A000003514,resident,renter,1,H000000997,3,5697.92,U000001503,M,70.95,58,67375.17,"You are a 58-year-old owner-occupier with an annual personal income of about 67,375 RMB and a current housing area of about 71.0 sqm."
YongdaXincheng,A000003515,resident,renter,1,H000000998,2,5357.55,U000001504,M,77.71,14,0.0,You are a 14-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 77.7 sqm.
YongdaXincheng,A000003516,resident,renter,1,H000000998,2,5357.55,U000001504,M,77.71,36,88308.41,"You are a 36-year-old owner-occupier with an annual personal income of about 88,308 RMB and a current housing area of about 77.7 sqm."
YongdaXincheng,A000003517,resident,renter,1,H000000999,3,5198.77,U000001505,M,73.16,71,34339.32,"You are a 71-year-old owner-occupier with an annual personal income of about 34,339 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003518,resident,renter,1,H000000999,3,5198.77,U000001505,M,73.16,17,41035.26,"You are a 17-year-old owner-occupier with an annual personal income of about 41,035 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003519,resident,renter,1,H000000999,3,5198.77,U000001505,M,73.16,47,54116.54,"You are a 47-year-old owner-occupier with an annual personal income of about 54,117 RMB and a current housing area of about 73.2 sqm."
YongdaXincheng,A000003520,absentee_owner_vacant,owner_occupier,0,,0,13438.01,U000001506,M,83.91,44,161256.11,"You are a 44-year-old vacant owner with an annual personal income of about 161,256 RMB and a current housing area of about 83.9 sqm."
YongdaXincheng,A000003521,resident,owner_occupier,1,H000001000,5,10461.7,U000001507,L,98.7,65,52825.41,"You are a 65-year-old owner-occupier with an annual personal income of about 52,825 RMB and a current housing area of about 98.7 sqm."
YongdaXincheng,A000003522,resident,owner_occupier,1,H000001000,5,10461.7,U000001507,L,98.7,48,192720.47,"You are a 48-year-old owner-occupier with an annual personal income of about 192,720 RMB and a current housing area of about 98.7 sqm."
YongdaXincheng,A000003523,resident,owner_occupier,1,H000001000,5,10461.7,U000001507,L,98.7,28,143932.76,"You are a 28-year-old owner-occupier with an annual personal income of about 143,933 RMB and a current housing area of about 98.7 sqm."
YongdaXincheng,A000003524,resident,owner_occupier,1,H000001000,5,10461.7,U000001507,L,98.7,40,138804.1,"You are a 40-year-old owner-occupier with an annual personal income of about 138,804 RMB and a current housing area of about 98.7 sqm."
YongdaXincheng,A000003525,resident,owner_occupier,1,H000001000,5,10461.7,U000001507,L,98.7,27,119272.92,"You are a 27-year-old owner-occupier with an annual personal income of about 119,273 RMB and a current housing area of about 98.7 sqm."
YongdaXincheng,A000003526,resident,owner_occupier,1,H000001001,3,5606.26,U000001508,M,83.3,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 83.3 sqm.
YongdaXincheng,A000003527,resident,owner_occupier,1,H000001001,3,5606.26,U000001508,M,83.3,57,88306.48,"You are a 57-year-old owner-occupier with an annual personal income of about 88,306 RMB and a current housing area of about 83.3 sqm."
YongdaXincheng,A000003528,resident,owner_occupier,1,H000001001,3,5606.26,U000001508,M,83.3,52,62073.02,"You are a 52-year-old owner-occupier with an annual personal income of about 62,073 RMB and a current housing area of about 83.3 sqm."
YongdaXincheng,A000003529,resident,owner_occupier,1,H000001002,1,3713.53,U000001509,S,50.72,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 50.7 sqm.
YongdaXincheng,A000003530,resident,renter,1,H000001003,1,4472.8,U000001510,S,48.98,43,44619.93,"You are a 43-year-old owner-occupier with an annual personal income of about 44,620 RMB and a current housing area of about 49.0 sqm."
YongdaXincheng,A000003531,resident,renter,1,H000001004,3,4665.41,U000001511,M,88.73,84,24840.35,"You are a 84-year-old owner-occupier with an annual personal income of about 24,840 RMB and a current housing area of about 88.7 sqm."
YongdaXincheng,A000003532,resident,renter,1,H000001004,3,4665.41,U000001511,M,88.73,62,35032.19,"You are a 62-year-old owner-occupier with an annual personal income of about 35,032 RMB and a current housing area of about 88.7 sqm."
YongdaXincheng,A000003533,resident,renter,1,H000001004,3,4665.41,U000001511,M,88.73,15,38724.78,"You are a 15-year-old owner-occupier with an annual personal income of about 38,725 RMB and a current housing area of about 88.7 sqm."
YongdaXincheng,A000003534,absentee_owner_vacant,owner_occupier,0,,0,15067.93,U000001512,S,45.37,45,180815.16,"You are a 45-year-old vacant owner with an annual personal income of about 180,815 RMB and a current housing area of about 45.4 sqm."
YongdaXincheng,A000003535,absentee_owner_vacant,owner_occupier,0,,0,12378.02,U000001513,S,53.76,49,148536.19,"You are a 49-year-old vacant owner with an annual personal income of about 148,536 RMB and a current housing area of about 53.8 sqm."
YongdaXincheng,A000003536,absentee_owner_vacant,owner_occupier,0,,0,17926.21,U000001514,M,70.43,48,215114.58,"You are a 48-year-old vacant owner with an annual personal income of about 215,115 RMB and a current housing area of about 70.4 sqm."
YongdaXincheng,A000003537,resident,renter,1,H000001005,3,12073.74,U000001515,M,79.67,47,180959.14,"You are a 47-year-old owner-occupier with an annual personal income of about 180,959 RMB and a current housing area of about 79.7 sqm."
YongdaXincheng,A000003538,resident,renter,1,H000001005,3,12073.74,U000001515,M,79.67,54,107075.9,"You are a 54-year-old owner-occupier with an annual personal income of about 107,076 RMB and a current housing area of about 79.7 sqm."
YongdaXincheng,A000003539,resident,renter,1,H000001005,3,12073.74,U000001515,M,79.67,72,90834.04,"You are a 72-year-old owner-occupier with an annual personal income of about 90,834 RMB and a current housing area of about 79.7 sqm."
YongdaXincheng,A000003540,resident,renter,1,H000001006,3,6953.59,U000001516,M,80.02,2,0.0,You are a 2-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 80.0 sqm.
YongdaXincheng,A000003541,resident,renter,1,H000001006,3,6953.59,U000001516,M,80.02,50,63160.26,"You are a 50-year-old owner-occupier with an annual personal income of about 63,160 RMB and a current housing area of about 80.0 sqm."
YongdaXincheng,A000003542,resident,renter,1,H000001006,3,6953.59,U000001516,M,80.02,65,45986.33,"You are a 65-year-old owner-occupier with an annual personal income of about 45,986 RMB and a current housing area of about 80.0 sqm."
YongdaXincheng,A000003543,absentee_owner_vacant,owner_occupier,0,,0,16711.62,U000001517,L,106.26,40,200539.4,"You are a 40-year-old vacant owner with an annual personal income of about 200,539 RMB and a current housing area of about 106.3 sqm."
YongdaXincheng,A000003544,resident,renter,1,H000001007,5,7682.25,U000001518,L,99.63,61,67643.32,"You are a 61-year-old owner-occupier with an annual personal income of about 67,643 RMB and a current housing area of about 99.6 sqm."
YongdaXincheng,A000003545,resident,renter,1,H000001007,5,7682.25,U000001518,L,99.63,62,65226.62,"You are a 62-year-old owner-occupier with an annual personal income of about 65,227 RMB and a current housing area of about 99.6 sqm."
YongdaXincheng,A000003546,resident,renter,1,H000001007,5,7682.25,U000001518,L,99.63,38,91360.47,"You are a 38-year-old owner-occupier with an annual personal income of about 91,360 RMB and a current housing area of about 99.6 sqm."
YongdaXincheng,A000003547,resident,renter,1,H000001007,5,7682.25,U000001518,L,99.63,89,49656.51,"You are a 89-year-old owner-occupier with an annual personal income of about 49,657 RMB and a current housing area of about 99.6 sqm."
YongdaXincheng,A000003548,resident,renter,1,H000001007,5,7682.25,U000001518,L,99.63,66,38485.75,"You are a 66-year-old owner-occupier with an annual personal income of about 38,486 RMB and a current housing area of about 99.6 sqm."
YongdaXincheng,A000003549,absentee_owner_vacant,owner_occupier,0,,0,14087.1,U000001519,S,52.53,57,169045.17,"You are a 57-year-old vacant owner with an annual personal income of about 169,045 RMB and a current housing area of about 52.5 sqm."
YongdaXincheng,A000003550,resident,owner_occupier,1,H000001008,1,4218.1,U000001520,S,58.45,29,31658.46,"You are a 29-year-old owner-occupier with an annual personal income of about 31,658 RMB and a current housing area of about 58.5 sqm."
YongdaXincheng,A000003551,resident,renter,1,H000001009,5,6931.6,U000001521,L,122.38,8,0.0,You are a 8-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 122.4 sqm.
YongdaXincheng,A000003552,resident,renter,1,H000001009,5,6931.6,U000001521,L,122.38,9,0.0,You are a 9-year-old owner-occupier with an annual personal income of about 0 RMB and a current housing area of about 122.4 sqm.
YongdaXincheng,A000003553,resident,renter,1,H000001009,5,6931.6,U000001521,L,122.38,52,99088.91,"You are a 52-year-old owner-occupier with an annual personal income of about 99,089 RMB and a current housing area of about 122.4 sqm."
YongdaXincheng,A000003554,resident,renter,1,H000001009,5,6931.6,U000001521,L,122.38,23,41207.58,"You are a 23-year-old owner-occupier with an annual personal income of about 41,208 RMB and a current housing area of about 122.4 sqm."
